geoName,Home Equity,year
New Mexico,0,2008-09-30
New York,20,2008-09-30
North Carolina,31,2008-09-30
North Dakota,0,2008-09-30
Ohio,0,2008-09-30
Oklahoma,0,2008-09-30
Oregon,0,2008-09-30
Pennsylvania,0,2008-09-30
Rhode Island,0,2008-09-30
South Carolina,0,2008-09-30
South Dakota,0,2008-09-30
Tennessee,0,2008-09-30
Texas,0,2008-09-30
Utah,0,2008-09-30
Vermont,0,2008-09-30
Virginia,13,2008-09-30
Washington,0,2008-09-30
West Virginia,0,2008-09-30
Wisconsin,0,2008-09-30
Wyoming,0,2008-09-30
Alabama,0,2008-10-31
Alaska,0,2008-10-31
Arizona,0,2008-10-31
Arkansas,0,2008-10-31
California,0,2008-10-31
Colorado,0,2008-10-31
Connecticut,0,2008-10-31
Delaware,0,2008-10-31
District of Columbia,0,2008-10-31
Florida,0,2008-10-31
Georgia,0,2008-10-31
Hawaii,0,2008-10-31
Idaho,0,2008-10-31
Illinois,0,2008-10-31
Indiana,0,2008-10-31
Iowa,0,2008-10-31
Kansas,0,2008-10-31
Kentucky,0,2008-10-31
Louisiana,0,2008-10-31
Maine,0,2008-10-31
Maryland,0,2008-10-31
Massachusetts,0,2008-10-31
Michigan,0,2008-10-31
Minnesota,0,2008-10-31
Mississippi,0,2008-10-31
Missouri,0,2008-10-31
Montana,0,2008-10-31
Nebraska,0,2008-10-31
Nevada,0,2008-10-31
New Hampshire,0,2008-10-31
New Jersey,100,2008-10-31
New Mexico,0,2008-10-31
New York,0,2008-10-31
North Carolina,0,2008-10-31
North Dakota,0,2008-10-31
Ohio,0,2008-10-31
Oklahoma,0,2008-10-31
Oregon,0,2008-10-31
Pennsylvania,0,2008-10-31
Rhode Island,0,2008-10-31
South Carolina,0,2008-10-31
South Dakota,0,2008-10-31
Tennessee,0,2008-10-31
Texas,49,2008-10-31
Utah,0,2008-10-31
Vermont,0,2008-10-31
Virginia,0,2008-10-31
Washington,0,2008-10-31
West Virginia,0,2008-10-31
Wisconsin,0,2008-10-31
Wyoming,0,2008-10-31
Alabama,0,2008-11-30
Alaska,0,2008-11-30
Arizona,0,2008-11-30
Arkansas,0,2008-11-30
California,26,2008-11-30
Colorado,0,2008-11-30
Connecticut,0,2008-11-30
Delaware,0,2008-11-30
District of Columbia,0,2008-11-30
Florida,0,2008-11-30
Georgia,0,2008-11-30
Hawaii,0,2008-11-30
Idaho,0,2008-11-30
Illinois,0,2008-11-30
Indiana,0,2008-11-30
Iowa,0,2008-11-30
Kansas,0,2008-11-30
Kentucky,0,2008-11-30
Louisiana,0,2008-11-30
Maine,0,2008-11-30
Maryland,0,2008-11-30
Massachusetts,0,2008-11-30
Michigan,0,2008-11-30
Minnesota,0,2008-11-30
Mississippi,0,2008-11-30
Missouri,0,2008-11-30
Montana,0,2008-11-30
Nebraska,0,2008-11-30
Nevada,0,2008-11-30
New Hampshire,0,2008-11-30
New Jersey,0,2008-11-30
New Mexico,0,2008-11-30
New York,100,2008-11-30
North Carolina,0,2008-11-30
North Dakota,0,2008-11-30
Ohio,0,2008-11-30
Oklahoma,0,2008-11-30
Oregon,0,2008-11-30
Pennsylvania,0,2008-11-30
Rhode Island,0,2008-11-30
South Carolina,0,2008-11-30
South Dakota,0,2008-11-30
Tennessee,0,2008-11-30
Texas,0,2008-11-30
Utah,0,2008-11-30
Vermont,0,2008-11-30
Virginia,0,2008-11-30
Washington,0,2008-11-30
West Virginia,0,2008-11-30
Wisconsin,0,2008-11-30
Wyoming,0,2008-11-30
Alabama,0,2008-12-31
Alaska,0,2008-12-31
Arizona,0,2008-12-31
Arkansas,0,2008-12-31
California,0,2008-12-31
Colorado,0,2008-12-31
Connecticut,64,2008-12-31
Delaware,0,2008-12-31
District of Columbia,0,2008-12-31
Florida,0,2008-12-31
Georgia,0,2008-12-31
Hawaii,0,2008-12-31
Idaho,0,2008-12-31
Illinois,0,2008-12-31
Indiana,0,2008-12-31
Iowa,0,2008-12-31
Kansas,0,2008-12-31
Kentucky,100,2008-12-31
Louisiana,0,2008-12-31
Maine,0,2008-12-31
Maryland,0,2008-12-31
Massachusetts,0,2008-12-31
Michigan,0,2008-12-31
Minnesota,0,2008-12-31
Mississippi,0,2008-12-31
Missouri,0,2008-12-31
Montana,0,2008-12-31
Nebraska,0,2008-12-31
Nevada,0,2008-12-31
New Hampshire,0,2008-12-31
New Jersey,0,2008-12-31
New Mexico,0,2008-12-31
New York,0,2008-12-31
North Carolina,0,2008-12-31
North Dakota,0,2008-12-31
Ohio,0,2008-12-31
Oklahoma,0,2008-12-31
Oregon,0,2008-12-31
Pennsylvania,0,2008-12-31
Rhode Island,0,2008-12-31
South Carolina,0,2008-12-31
South Dakota,0,2008-12-31
Tennessee,0,2008-12-31
Texas,0,2008-12-31
Utah,0,2008-12-31
Vermont,0,2008-12-31
Virginia,0,2008-12-31
Washington,0,2008-12-31
West Virginia,0,2008-12-31
Wisconsin,0,2008-12-31
Wyoming,0,2008-12-31
Alabama,0,2009-01-31
Alaska,0,2009-01-31
Arizona,0,2009-01-31
Arkansas,0,2009-01-31
California,0,2009-01-31
Colorado,0,2009-01-31
Connecticut,0,2009-01-31
Delaware,0,2009-01-31
District of Columbia,0,2009-01-31
Florida,0,2009-01-31
Georgia,0,2009-01-31
Hawaii,0,2009-01-31
Idaho,0,2009-01-31
Illinois,0,2009-01-31
Indiana,0,2009-01-31
Iowa,0,2009-01-31
Kansas,0,2009-01-31
Kentucky,0,2009-01-31
Louisiana,0,2009-01-31
Maine,0,2009-01-31
Maryland,0,2009-01-31
Massachusetts,0,2009-01-31
Michigan,0,2009-01-31
Minnesota,0,2009-01-31
Mississippi,0,2009-01-31
Missouri,0,2009-01-31
Montana,0,2009-01-31
Nebraska,0,2009-01-31
Nevada,0,2009-01-31
New Hampshire,0,2009-01-31
New Jersey,100,2009-01-31
New Mexico,0,2009-01-31
New York,22,2009-01-31
North Carolina,0,2009-01-31
North Dakota,0,2009-01-31
Ohio,0,2009-01-31
Oklahoma,0,2009-01-31
Oregon,0,2009-01-31
Pennsylvania,0,2009-01-31
Rhode Island,0,2009-01-31
South Carolina,0,2009-01-31
South Dakota,0,2009-01-31
Tennessee,0,2009-01-31
Texas,0,2009-01-31
Utah,0,2009-01-31
Vermont,0,2009-01-31
Virginia,0,2009-01-31
Washington,0,2009-01-31
West Virginia,0,2009-01-31
Wisconsin,0,2009-01-31
Wyoming,0,2009-01-31
Alabama,0,2009-02-28
Alaska,0,2009-02-28
Arizona,0,2009-02-28
Arkansas,0,2009-02-28
California,15,2009-02-28
Colorado,0,2009-02-28
Connecticut,0,2009-02-28
Delaware,0,2009-02-28
District of Columbia,67,2009-02-28
Florida,0,2009-02-28
Georgia,0,2009-02-28
Hawaii,0,2009-02-28
Idaho,0,2009-02-28
Illinois,0,2009-02-28
Indiana,0,2009-02-28
Iowa,0,2009-02-28
Kansas,0,2009-02-28
Kentucky,0,2009-02-28
Louisiana,0,2009-02-28
Maine,0,2009-02-28
Maryland,0,2009-02-28
Massachusetts,0,2009-02-28
Michigan,0,2009-02-28
Minnesota,0,2009-02-28
Mississippi,0,2009-02-28
Missouri,0,2009-02-28
Montana,0,2009-02-28
Nebraska,0,2009-02-28
Nevada,0,2009-02-28
New Hampshire,0,2009-02-28
New Jersey,0,2009-02-28
New Mexico,0,2009-02-28
New York,0,2009-02-28
North Carolina,0,2009-02-28
North Dakota,0,2009-02-28
Ohio,0,2009-02-28
Oklahoma,0,2009-02-28
Oregon,0,2009-02-28
Pennsylvania,0,2009-02-28
Rhode Island,0,2009-02-28
South Carolina,0,2009-02-28
South Dakota,0,2009-02-28
Tennessee,100,2009-02-28
Texas,0,2009-02-28
Utah,0,2009-02-28
Vermont,0,2009-02-28
Virginia,0,2009-02-28
Washington,0,2009-02-28
West Virginia,0,2009-02-28
Wisconsin,0,2009-02-28
Wyoming,0,2009-02-28
Alabama,0,2009-03-31
Alaska,0,2009-03-31
Arizona,0,2009-03-31
Arkansas,0,2009-03-31
California,1,2009-03-31
Colorado,0,2009-03-31
Connecticut,0,2009-03-31
Delaware,100,2009-03-31
District of Columbia,0,2009-03-31
Florida,0,2009-03-31
Georgia,0,2009-03-31
Hawaii,0,2009-03-31
Idaho,0,2009-03-31
Illinois,0,2009-03-31
Indiana,0,2009-03-31
Iowa,0,2009-03-31
Kansas,0,2009-03-31
Kentucky,0,2009-03-31
Louisiana,0,2009-03-31
Maine,0,2009-03-31
Maryland,0,2009-03-31
Massachusetts,0,2009-03-31
Michigan,0,2009-03-31
Minnesota,0,2009-03-31
Mississippi,0,2009-03-31
Missouri,0,2009-03-31
Montana,0,2009-03-31
Nebraska,0,2009-03-31
Nevada,0,2009-03-31
New Hampshire,0,2009-03-31
New Jersey,5,2009-03-31
New Mexico,0,2009-03-31
New York,0,2009-03-31
North Carolina,0,2009-03-31
North Dakota,0,2009-03-31
Ohio,0,2009-03-31
Oklahoma,0,2009-03-31
Oregon,0,2009-03-31
Pennsylvania,4,2009-03-31
Rhode Island,0,2009-03-31
South Carolina,0,2009-03-31
South Dakota,0,2009-03-31
Tennessee,13,2009-03-31
Texas,2,2009-03-31
Utah,0,2009-03-31
Vermont,0,2009-03-31
Virginia,0,2009-03-31
Washington,0,2009-03-31
West Virginia,0,2009-03-31
Wisconsin,0,2009-03-31
Wyoming,0,2009-03-31
Alabama,100,2009-04-30
Alaska,0,2009-04-30
Arizona,0,2009-04-30
Arkansas,0,2009-04-30
California,4,2009-04-30
Colorado,0,2009-04-30
Connecticut,0,2009-04-30
Delaware,0,2009-04-30
District of Columbia,0,2009-04-30
Florida,0,2009-04-30
Georgia,0,2009-04-30
Hawaii,0,2009-04-30
Idaho,0,2009-04-30
Illinois,22,2009-04-30
Indiana,0,2009-04-30
Iowa,0,2009-04-30
Kansas,0,2009-04-30
Kentucky,0,2009-04-30
Louisiana,0,2009-04-30
Maine,0,2009-04-30
Maryland,0,2009-04-30
Massachusetts,0,2009-04-30
Michigan,0,2009-04-30
Minnesota,0,2009-04-30
Mississippi,0,2009-04-30
Missouri,39,2009-04-30
Montana,0,2009-04-30
Nebraska,0,2009-04-30
Nevada,0,2009-04-30
New Hampshire,0,2009-04-30
New Jersey,0,2009-04-30
New Mexico,0,2009-04-30
New York,0,2009-04-30
North Carolina,31,2009-04-30
North Dakota,0,2009-04-30
Ohio,0,2009-04-30
Oklahoma,0,2009-04-30
Oregon,0,2009-04-30
Pennsylvania,0,2009-04-30
Rhode Island,0,2009-04-30
South Carolina,0,2009-04-30
South Dakota,0,2009-04-30
Tennessee,0,2009-04-30
Texas,21,2009-04-30
Utah,0,2009-04-30
Vermont,0,2009-04-30
Virginia,0,2009-04-30
Washington,0,2009-04-30
West Virginia,0,2009-04-30
Wisconsin,0,2009-04-30
Wyoming,0,2009-04-30
Alabama,0,2009-05-31
Alaska,0,2009-05-31
Arizona,0,2009-05-31
Arkansas,0,2009-05-31
California,1,2009-05-31
Colorado,0,2009-05-31
Connecticut,0,2009-05-31
Delaware,0,2009-05-31
District of Columbia,0,2009-05-31
Florida,0,2009-05-31
Georgia,0,2009-05-31
Hawaii,0,2009-05-31
Idaho,0,2009-05-31
Illinois,0,2009-05-31
Indiana,0,2009-05-31
Iowa,0,2009-05-31
Kansas,0,2009-05-31
Kentucky,0,2009-05-31
Louisiana,0,2009-05-31
Maine,0,2009-05-31
Maryland,0,2009-05-31
Massachusetts,0,2009-05-31
Michigan,0,2009-05-31
Minnesota,0,2009-05-31
Mississippi,0,2009-05-31
Missouri,0,2009-05-31
Montana,0,2009-05-31
Nebraska,0,2009-05-31
Nevada,0,2009-05-31
New Hampshire,0,2009-05-31
New Jersey,0,2009-05-31
New Mexico,0,2009-05-31
New York,0,2009-05-31
North Carolina,0,2009-05-31
North Dakota,0,2009-05-31
Ohio,0,2009-05-31
Oklahoma,0,2009-05-31
Oregon,0,2009-05-31
Pennsylvania,6,2009-05-31
Rhode Island,0,2009-05-31
South Carolina,0,2009-05-31
South Dakota,100,2009-05-31
Tennessee,0,2009-05-31
Texas,3,2009-05-31
Utah,0,2009-05-31
Vermont,0,2009-05-31
Virginia,3,2009-05-31
Washington,0,2009-05-31
West Virginia,0,2009-05-31
Wisconsin,0,2009-05-31
Wyoming,0,2009-05-31
Alabama,0,2009-06-30
Alaska,0,2009-06-30
Arizona,0,2009-06-30
Arkansas,0,2009-06-30
California,14,2009-06-30
Colorado,0,2009-06-30
Connecticut,0,2009-06-30
Delaware,0,2009-06-30
District of Columbia,0,2009-06-30
Florida,0,2009-06-30
Georgia,0,2009-06-30
Hawaii,0,2009-06-30
Idaho,0,2009-06-30
Illinois,0,2009-06-30
Indiana,0,2009-06-30
Iowa,0,2009-06-30
Kansas,0,2009-06-30
Kentucky,0,2009-06-30
Louisiana,0,2009-06-30
Maine,0,2009-06-30
Maryland,0,2009-06-30
Massachusetts,0,2009-06-30
Michigan,0,2009-06-30
Minnesota,0,2009-06-30
Mississippi,0,2009-06-30
Missouri,0,2009-06-30
Montana,0,2009-06-30
Nebraska,0,2009-06-30
Nevada,0,2009-06-30
New Hampshire,0,2009-06-30
New Jersey,0,2009-06-30
New Mexico,0,2009-06-30
New York,0,2009-06-30
North Carolina,100,2009-06-30
North Dakota,0,2009-06-30
Ohio,0,2009-06-30
Oklahoma,0,2009-06-30
Oregon,0,2009-06-30
Pennsylvania,0,2009-06-30
Rhode Island,0,2009-06-30
South Carolina,0,2009-06-30
South Dakota,0,2009-06-30
Tennessee,0,2009-06-30
Texas,0,2009-06-30
Utah,0,2009-06-30
Vermont,0,2009-06-30
Virginia,32,2009-06-30
Washington,0,2009-06-30
West Virginia,0,2009-06-30
Wisconsin,0,2009-06-30
Wyoming,0,2009-06-30
Alabama,0,2009-07-31
Alaska,0,2009-07-31
Arizona,0,2009-07-31
Arkansas,0,2009-07-31
California,13,2009-07-31
Colorado,0,2009-07-31
Connecticut,100,2009-07-31
Delaware,0,2009-07-31
District of Columbia,0,2009-07-31
Florida,0,2009-07-31
Georgia,0,2009-07-31
Hawaii,0,2009-07-31
Idaho,0,2009-07-31
Illinois,35,2009-07-31
Indiana,0,2009-07-31
Iowa,0,2009-07-31
Kansas,0,2009-07-31
Kentucky,0,2009-07-31
Louisiana,0,2009-07-31
Maine,0,2009-07-31
Maryland,0,2009-07-31
Massachusetts,0,2009-07-31
Michigan,0,2009-07-31
Minnesota,0,2009-07-31
Mississippi,0,2009-07-31
Missouri,0,2009-07-31
Montana,0,2009-07-31
Nebraska,0,2009-07-31
Nevada,0,2009-07-31
New Hampshire,0,2009-07-31
New Jersey,34,2009-07-31
New Mexico,0,2009-07-31
New York,16,2009-07-31
North Carolina,0,2009-07-31
North Dakota,0,2009-07-31
Ohio,0,2009-07-31
Oklahoma,0,2009-07-31
Oregon,0,2009-07-31
Pennsylvania,0,2009-07-31
Rhode Island,0,2009-07-31
South Carolina,0,2009-07-31
South Dakota,0,2009-07-31
Tennessee,0,2009-07-31
Texas,0,2009-07-31
Utah,0,2009-07-31
Vermont,0,2009-07-31
Virginia,0,2009-07-31
Washington,0,2009-07-31
West Virginia,0,2009-07-31
Wisconsin,0,2009-07-31
Wyoming,0,2009-07-31
Alabama,0,2009-08-31
Alaska,0,2009-08-31
Arizona,0,2009-08-31
Arkansas,0,2009-08-31
California,0,2009-08-31
Colorado,0,2009-08-31
Connecticut,0,2009-08-31
Delaware,0,2009-08-31
District of Columbia,0,2009-08-31
Florida,14,2009-08-31
Georgia,0,2009-08-31
Hawaii,0,2009-08-31
Idaho,0,2009-08-31
Illinois,0,2009-08-31
Indiana,0,2009-08-31
Iowa,0,2009-08-31
Kansas,0,2009-08-31
Kentucky,0,2009-08-31
Louisiana,0,2009-08-31
Maine,0,2009-08-31
Maryland,0,2009-08-31
Massachusetts,0,2009-08-31
Michigan,0,2009-08-31
Minnesota,41,2009-08-31
Mississippi,0,2009-08-31
Missouri,0,2009-08-31
Montana,0,2009-08-31
Nebraska,0,2009-08-31
Nevada,0,2009-08-31
New Hampshire,0,2009-08-31
New Jersey,0,2009-08-31
New Mexico,0,2009-08-31
New York,0,2009-08-31
North Carolina,0,2009-08-31
North Dakota,0,2009-08-31
Ohio,25,2009-08-31
Oklahoma,100,2009-08-31
Oregon,0,2009-08-31
Pennsylvania,0,2009-08-31
Rhode Island,0,2009-08-31
South Carolina,0,2009-08-31
South Dakota,0,2009-08-31
Tennessee,0,2009-08-31
Texas,0,2009-08-31
Utah,0,2009-08-31
Vermont,0,2009-08-31
Virginia,0,2009-08-31
Washington,0,2009-08-31
West Virginia,0,2009-08-31
Wisconsin,0,2009-08-31
Wyoming,0,2009-08-31
Alabama,100,2009-09-30
Alaska,0,2009-09-30
Arizona,0,2009-09-30
Arkansas,0,2009-09-30
California,0,2009-09-30
Colorado,0,2009-09-30
Connecticut,0,2009-09-30
Delaware,0,2009-09-30
District of Columbia,41,2009-09-30
Florida,16,2009-09-30
Georgia,0,2009-09-30
Hawaii,0,2009-09-30
Idaho,0,2009-09-30
Illinois,0,2009-09-30
Indiana,0,2009-09-30
Iowa,0,2009-09-30
Kansas,0,2009-09-30
Kentucky,0,2009-09-30
Louisiana,0,2009-09-30
Maine,0,2009-09-30
Maryland,0,2009-09-30
Massachusetts,0,2009-09-30
Michigan,0,2009-09-30
Minnesota,0,2009-09-30
Mississippi,0,2009-09-30
Missouri,0,2009-09-30
Montana,0,2009-09-30
Nebraska,0,2009-09-30
Nevada,0,2009-09-30
New Hampshire,0,2009-09-30
New Jersey,0,2009-09-30
New Mexico,0,2009-09-30
New York,10,2009-09-30
North Carolina,31,2009-09-30
North Dakota,0,2009-09-30
Ohio,0,2009-09-30
Oklahoma,0,2009-09-30
Oregon,0,2009-09-30
Pennsylvania,0,2009-09-30
Rhode Island,0,2009-09-30
South Carolina,0,2009-09-30
South Dakota,0,2009-09-30
Tennessee,0,2009-09-30
Texas,0,2009-09-30
Utah,0,2009-09-30
Vermont,0,2009-09-30
Virginia,9,2009-09-30
Washington,0,2009-09-30
West Virginia,0,2009-09-30
Wisconsin,0,2009-09-30
Wyoming,0,2009-09-30
Alabama,0,2009-10-31
Alaska,0,2009-10-31
Arizona,0,2009-10-31
Arkansas,100,2009-10-31
California,0,2009-10-31
Colorado,0,2009-10-31
Connecticut,0,2009-10-31
Delaware,0,2009-10-31
District of Columbia,0,2009-10-31
Florida,0,2009-10-31
Georgia,0,2009-10-31
Hawaii,0,2009-10-31
Idaho,0,2009-10-31
Illinois,13,2009-10-31
Indiana,0,2009-10-31
Iowa,0,2009-10-31
Kansas,0,2009-10-31
Kentucky,0,2009-10-31
Louisiana,0,2009-10-31
Maine,0,2009-10-31
Maryland,29,2009-10-31
Massachusetts,0,2009-10-31
Michigan,0,2009-10-31
Minnesota,0,2009-10-31
Mississippi,0,2009-10-31
Missouri,0,2009-10-31
Montana,0,2009-10-31
Nebraska,0,2009-10-31
Nevada,0,2009-10-31
New Hampshire,0,2009-10-31
New Jersey,0,2009-10-31
New Mexico,0,2009-10-31
New York,0,2009-10-31
North Carolina,0,2009-10-31
North Dakota,0,2009-10-31
Ohio,0,2009-10-31
Oklahoma,61,2009-10-31
Oregon,0,2009-10-31
Pennsylvania,0,2009-10-31
Rhode Island,0,2009-10-31
South Carolina,0,2009-10-31
South Dakota,0,2009-10-31
Tennessee,0,2009-10-31
Texas,6,2009-10-31
Utah,0,2009-10-31
Vermont,0,2009-10-31
Virginia,5,2009-10-31
Washington,0,2009-10-31
West Virginia,0,2009-10-31
Wisconsin,0,2009-10-31
Wyoming,0,2009-10-31
Alabama,0,2009-11-30
Alaska,0,2009-11-30
Arizona,0,2009-11-30
Arkansas,0,2009-11-30
California,0,2009-11-30
Colorado,8,2009-11-30
Connecticut,0,2009-11-30
Delaware,100,2009-11-30
District of Columbia,0,2009-11-30
Florida,0,2009-11-30
Georgia,5,2009-11-30
Hawaii,0,2009-11-30
Idaho,0,2009-11-30
Illinois,0,2009-11-30
Indiana,0,2009-11-30
Iowa,0,2009-11-30
Kansas,0,2009-11-30
Kentucky,0,2009-11-30
Louisiana,0,2009-11-30
Maine,0,2009-11-30
Maryland,0,2009-11-30
Massachusetts,0,2009-11-30
Michigan,0,2009-11-30
Minnesota,0,2009-11-30
Mississippi,0,2009-11-30
Missouri,0,2009-11-30
Montana,0,2009-11-30
Nebraska,0,2009-11-30
Nevada,0,2009-11-30
New Hampshire,0,2009-11-30
New Jersey,0,2009-11-30
New Mexico,0,2009-11-30
New York,0,2009-11-30
North Carolina,0,2009-11-30
North Dakota,0,2009-11-30
Ohio,5,2009-11-30
Oklahoma,0,2009-11-30
Oregon,0,2009-11-30
Pennsylvania,0,2009-11-30
Rhode Island,0,2009-11-30
South Carolina,0,2009-11-30
South Dakota,0,2009-11-30
Tennessee,0,2009-11-30
Texas,0,2009-11-30
Utah,0,2009-11-30
Vermont,0,2009-11-30
Virginia,0,2009-11-30
Washington,0,2009-11-30
West Virginia,0,2009-11-30
Wisconsin,0,2009-11-30
Wyoming,0,2009-11-30
Alabama,0,2009-12-31
Alaska,0,2009-12-31
Arizona,0,2009-12-31
Arkansas,0,2009-12-31
California,0,2009-12-31
Colorado,0,2009-12-31
Connecticut,0,2009-12-31
Delaware,0,2009-12-31
District of Columbia,0,2009-12-31
Florida,0,2009-12-31
Georgia,0,2009-12-31
Hawaii,0,2009-12-31
Idaho,0,2009-12-31
Illinois,22,2009-12-31
Indiana,0,2009-12-31
Iowa,0,2009-12-31
Kansas,0,2009-12-31
Kentucky,0,2009-12-31
Louisiana,0,2009-12-31
Maine,0,2009-12-31
Maryland,0,2009-12-31
Massachusetts,0,2009-12-31
Michigan,0,2009-12-31
Minnesota,43,2009-12-31
Mississippi,0,2009-12-31
Missouri,0,2009-12-31
Montana,0,2009-12-31
Nebraska,0,2009-12-31
Nevada,0,2009-12-31
New Hampshire,0,2009-12-31
New Jersey,0,2009-12-31
New Mexico,0,2009-12-31
New York,19,2009-12-31
North Carolina,0,2009-12-31
North Dakota,0,2009-12-31
Ohio,0,2009-12-31
Oklahoma,0,2009-12-31
Oregon,0,2009-12-31
Pennsylvania,0,2009-12-31
Rhode Island,0,2009-12-31
South Carolina,100,2009-12-31
South Dakota,0,2009-12-31
Tennessee,0,2009-12-31
Texas,11,2009-12-31
Utah,0,2009-12-31
Vermont,0,2009-12-31
Virginia,8,2009-12-31
Washington,0,2009-12-31
West Virginia,0,2009-12-31
Wisconsin,0,2009-12-31
Wyoming,0,2009-12-31
Alabama,0,2010-01-31
Alaska,0,2010-01-31
Arizona,0,2010-01-31
Arkansas,0,2010-01-31
California,0,2010-01-31
Colorado,0,2010-01-31
Connecticut,0,2010-01-31
Delaware,0,2010-01-31
District of Columbia,0,2010-01-31
Florida,0,2010-01-31
Georgia,0,2010-01-31
Hawaii,0,2010-01-31
Idaho,0,2010-01-31
Illinois,0,2010-01-31
Indiana,0,2010-01-31
Iowa,0,2010-01-31
Kansas,0,2010-01-31
Kentucky,0,2010-01-31
Louisiana,0,2010-01-31
Maine,0,2010-01-31
Maryland,0,2010-01-31
Massachusetts,0,2010-01-31
Michigan,0,2010-01-31
Minnesota,0,2010-01-31
Mississippi,0,2010-01-31
Missouri,0,2010-01-31
Montana,0,2010-01-31
Nebraska,0,2010-01-31
Nevada,0,2010-01-31
New Hampshire,0,2010-01-31
New Jersey,0,2010-01-31
New Mexico,0,2010-01-31
New York,0,2010-01-31
North Carolina,0,2010-01-31
North Dakota,0,2010-01-31
Ohio,0,2010-01-31
Oklahoma,0,2010-01-31
Oregon,0,2010-01-31
Pennsylvania,0,2010-01-31
Rhode Island,0,2010-01-31
South Carolina,0,2010-01-31
South Dakota,0,2010-01-31
Tennessee,0,2010-01-31
Texas,0,2010-01-31
Utah,0,2010-01-31
Vermont,0,2010-01-31
Virginia,0,2010-01-31
Washington,100,2010-01-31
West Virginia,0,2010-01-31
Wisconsin,0,2010-01-31
Wyoming,0,2010-01-31
Alabama,0,2010-02-28
Alaska,0,2010-02-28
Arizona,0,2010-02-28
Arkansas,0,2010-02-28
California,6,2010-02-28
Colorado,0,2010-02-28
Connecticut,0,2010-02-28
Delaware,0,2010-02-28
District of Columbia,0,2010-02-28
Florida,23,2010-02-28
Georgia,0,2010-02-28
Hawaii,0,2010-02-28
Idaho,0,2010-02-28
Illinois,0,2010-02-28
Indiana,0,2010-02-28
Iowa,0,2010-02-28
Kansas,0,2010-02-28
Kentucky,0,2010-02-28
Louisiana,0,2010-02-28
Maine,0,2010-02-28
Maryland,0,2010-02-28
Massachusetts,74,2010-02-28
Michigan,0,2010-02-28
Minnesota,0,2010-02-28
Mississippi,0,2010-02-28
Missouri,0,2010-02-28
Montana,0,2010-02-28
Nebraska,0,2010-02-28
Nevada,0,2010-02-28
New Hampshire,0,2010-02-28
New Jersey,0,2010-02-28
New Mexico,0,2010-02-28
New York,0,2010-02-28
North Carolina,49,2010-02-28
North Dakota,0,2010-02-28
Ohio,0,2010-02-28
Oklahoma,0,2010-02-28
Oregon,0,2010-02-28
Pennsylvania,0,2010-02-28
Rhode Island,0,2010-02-28
South Carolina,0,2010-02-28
South Dakota,0,2010-02-28
Tennessee,100,2010-02-28
Texas,0,2010-02-28
Utah,0,2010-02-28
Vermont,0,2010-02-28
Virginia,12,2010-02-28
Washington,0,2010-02-28
West Virginia,0,2010-02-28
Wisconsin,0,2010-02-28
Wyoming,0,2010-02-28
Alabama,0,2010-03-31
Alaska,0,2010-03-31
Arizona,100,2010-03-31
Arkansas,0,2010-03-31
California,10,2010-03-31
Colorado,0,2010-03-31
Connecticut,0,2010-03-31
Delaware,0,2010-03-31
District of Columbia,0,2010-03-31
Florida,0,2010-03-31
Georgia,0,2010-03-31
Hawaii,0,2010-03-31
Idaho,0,2010-03-31
Illinois,0,2010-03-31
Indiana,0,2010-03-31
Iowa,0,2010-03-31
Kansas,0,2010-03-31
Kentucky,0,2010-03-31
Louisiana,0,2010-03-31
Maine,0,2010-03-31
Maryland,0,2010-03-31
Massachusetts,0,2010-03-31
Michigan,89,2010-03-31
Minnesota,0,2010-03-31
Mississippi,0,2010-03-31
Missouri,0,2010-03-31
Montana,0,2010-03-31
Nebraska,0,2010-03-31
Nevada,0,2010-03-31
New Hampshire,0,2010-03-31
New Jersey,0,2010-03-31
New Mexico,0,2010-03-31
New York,0,2010-03-31
North Carolina,0,2010-03-31
North Dakota,0,2010-03-31
Ohio,0,2010-03-31
Oklahoma,0,2010-03-31
Oregon,0,2010-03-31
Pennsylvania,0,2010-03-31
Rhode Island,0,2010-03-31
South Carolina,0,2010-03-31
South Dakota,0,2010-03-31
Tennessee,0,2010-03-31
Texas,0,2010-03-31
Utah,0,2010-03-31
Vermont,0,2010-03-31
Virginia,0,2010-03-31
Washington,0,2010-03-31
West Virginia,0,2010-03-31
Wisconsin,0,2010-03-31
Wyoming,0,2010-03-31
Alabama,0,2010-04-30
Alaska,0,2010-04-30
Arizona,0,2010-04-30
Arkansas,0,2010-04-30
California,18,2010-04-30
Colorado,0,2010-04-30
Connecticut,0,2010-04-30
Delaware,0,2010-04-30
District of Columbia,0,2010-04-30
Florida,0,2010-04-30
Georgia,0,2010-04-30
Hawaii,0,2010-04-30
Idaho,0,2010-04-30
Illinois,100,2010-04-30
Indiana,0,2010-04-30
Iowa,0,2010-04-30
Kansas,0,2010-04-30
Kentucky,0,2010-04-30
Louisiana,0,2010-04-30
Maine,0,2010-04-30
Maryland,0,2010-04-30
Massachusetts,0,2010-04-30
Michigan,0,2010-04-30
Minnesota,0,2010-04-30
Mississippi,0,2010-04-30
Missouri,0,2010-04-30
Montana,0,2010-04-30
Nebraska,0,2010-04-30
Nevada,0,2010-04-30
New Hampshire,0,2010-04-30
New Jersey,96,2010-04-30
New Mexico,0,2010-04-30
